usd;en-US;170
cad;en-CA;170
gbp;en-GB;135
eur;de-DE;159,95
eur;fr-FR;159,95
eur;it-IT;159,95
eur;nl-NL;159,95
eur;en-IE;159.95
aud;en-AU;234.95
nzd;en-NZ;253.95
jpy;ja-JP;20,950
