usd;en-US;279.97
cad;en-CA;279.97
gbp;en-GB;224.97
eur;de-DE;258,94
eur;fr-FR;258,94
eur;it-IT;258,94
eur;nl-NL;258,94
eur;en-IE;258,94
aud;en-AU;382.90
nzd;en-NZ;435.40
jpy;ja-JP;32,825
