usd;en-US;119.99
cad;en-CA;119.99
gbp;en-GB;89.99
eur;de-DE;110
eur;fr-FR;110
eur;it-IT;110
eur;nl-NL;110
eur;en-IE;110
aud;en-AU;165
nzd;en-NZ;179
jpy;ja-JP;14,800
