usd;en-US;109.99
cad;en-CA;109.99
gbp;en-GB;89.99
eur;de-DE;98,99
eur;fr-FR;98,99
eur;it-IT;98,99
eur;nl-NL;98,99
eur;en-IE;98.99
sek;se-SE;979.95
nok;nb-NO;901
dkk;da-DK;707
chf;de-LI;104
zar;en-ZA;1 467
aud;en-AU;147
nzd;en-NZ;181
brl;pt-BR;534
jpy;ja-JP;11,875
usd;en-RW;109
mxn;es-MX;2,032
