en-US;ESDWPX9PREF;213729;OL_WP19PRO;399.99;239.99;;$160;-40%;($160);199.99;;$200 ;-50%;($200)
en-US;ESDWPX9PREFUG;213731;OL_WP19PRO;259.99;154.99;;$105;-40%;($105);139.99;;$120 ;-46%;($120)
