en-CA;ESDVS2020ULML;205841;VSP ULT 2018;99.99;;;;;
en-CA;ESDVS2020ULMLUG;205842;VSP ULT 2018;79.99;;;;;
da-DK;ESDVS2020ULML;205841;VSP ULT 2018;699;;;;;1
da-DK;ESDVS2020ULMLUG;205842;VSP ULT 2018;549;;;;;
de-DE;ESDVS2020ULML;205841;VSP ULT 2018;89,99;;;;;
de-DE;ESDVS2020ULMLUG;205842;VSP ULT 2018;69,99;;;;;
de-LI;ESDVS2020ULML;205841;VSP ULT 2018;99.95;;;;;
de-LI;ESDVS2020ULMLUG;205842;VSP ULT 2018;79.95;;;;;
en-AU;ESDVS2020ULML;205841;VSP ULT 2018;155;;;;;
en-AU;ESDVS2020ULMLUG;205842;VSP ULT 2018;125;;;;;
en-GB;ESDVS2020ULML;205841;VSP ULT 2018;89.99;;;;;
en-GB;ESDVS2020ULMLUG;205842;VSP ULT 2018;69.99;;;;;
en-IE;ESDVS2020ULML;205841;VSP ULT 2018;89.99;;;;;
en-IE;ESDVS2020ULMLUG;205842;VSP ULT 2018;69.99;;;;;
en-NZ;ESDVS2020ULML;205841;VSP ULT 2018;149;;;;;
en-NZ;ESDVS2020ULMLUG;205842;VSP ULT 2018;99;;;;;
en-US;ESDVS2020ULML;205841;VSP ULT 2018;99.99;;;;;
en-US;ESDVS2020ULMLUG;205842;VSP ULT 2018;79.99;;;;;
en-ZA;ESDVS2020ULML;205841;VSP ULT 2018;999;;;;;
en-ZA;ESDVS2020ULMLUG;205842;VSP ULT 2018;799;;;;;
es-ES;ESDVS2020ULML;205841;VSP ULT 2018;89,99;;;;;
es-ES;ESDVS2020ULMLUG;205842;VSP ULT 2018;69,99;;;;;
es-MX;ESDVS2020ULML;205841;VSP ULT 2018;1,299;;;;;
es-MX;ESDVS2020ULMLUG;205842;VSP ULT 2018;999;;;;;
fr-FR;ESDVS2020ULML;205841;VSP ULT 2018;89,99;;;;;
fr-FR;ESDVS2020ULMLUG;205842;VSP ULT 2018;69,99;;;;;
it-IT;ESDVS2020ULML;205841;VSP ULT 2018;89,99;;;;;
it-IT;ESDVS2020ULMLUG;205842;VSP ULT 2018;69,99;;;;;
ja-JP;ESDVS2020ULML;205841;VSP ULT 2018;18,144;;;;;
ja-JP;ESDVS2020ULMLUG;205842;VSP ULT 2018;13,824;;;;;
nb-NO;ESDVS2020ULML;205841;VSP ULT 2018;799;;;;;
nb-NO;ESDVS2020ULMLUG;205842;VSP ULT 2018;599;;;;;
nl-NL;ESDVS2020ULML;205841;VSP ULT 2018;89,99;;;;;
nl-NL;ESDVS2020ULMLUG;205842;VSP ULT 2018;69,99;;;;;
pl-PL;ESDVS2020ULML;205841;VSP ULT 2018;399;;;;;
pl-PL;ESDVS2020ULMLUG;205842;VSP ULT 2018;299;;;;;
pt-BR;ESDVS2020ULML;205841;VSP ULT 2018;199;;;;;
pt-BR;ESDVS2020ULMLUG;205842;VSP ULT 2018;159;;;;;
se-SE;ESDVS2020ULML;205841;VSP ULT 2018;799;;;;;
se-SE;ESDVS2020ULMLUG;205842;VSP ULT 2018;649;;;;;
zh-HK;ESDVS2020ULML;205841;VSP ULT 2018;780;;;;;
zh-HK;ESDVS2020ULMLUG;205842;VSP ULT 2018;620;;;;;
zh-TW;ESDVS2020ULML;205841;VSP ULT 2018;3,800;;;;;
zh-TW;ESDVS2020ULMLUG;205842;VSP ULT 2018;3,200;;;;;
en-RW;ESDVS2020ULML;205841;VSP ULT 2018;99.99;;;;;
en-RW;ESDVS2020ULMLUG;205842;VSP ULT 2018;79.99;;;;;
